"DamId","ScadaId","foreign_id","name","active","voltage","geometry"
"52d3aef2-8d26-4f55-94cd-2385cfca5f7f",985547211,"DV 171-RI/ST","*KARLOBAG-NOVALJA",False,110,"MULTILINESTRING((14.9066983402822 44.5352942486716,14.9075393180476 44.535852628087,14.9058849594852 44.5377761721197,14.9045819679735 44.5392917273254,14.9030651026752 44.541850501423,14.9014729266905 44.544536079821,14.9000948166392 44.5468641366437,14.8984024275478 44.5497160814309,14.899500228912 44.5508060248055,14.9010732958641 44.5520823194777,14.9034471680667 44.554030499763,14.9056984909859 44.555856852159,14.9083505682376 44.5567768290019,14.911276550478 44.5577864934033,14.9141713731256 44.5587736769743,14.9174887914448 44.5599009995766,14.9211036478106 44.5611515637938,14.9236623236621 44.5620319354679,14.9269487888019 44.5631701581988,14.9304310380442 44.5643531773271,14.9333734496947 44.5653678819984,14.9362258383401 44.5663567490232,14.9385448769896 44.567160633729,14.9409630295276 44.5679836189144,14.9434855119549 44.5688420355331,14.9458513443295 44.5696470720436,14.9484177893629 44.5705441981152,14.9505521448682 44.5709038574279,14.952977857206 44.5713125525536,14.9556354253533 44.5717669666527,14.9562336746529 44.571947537711,14.956276117936 44.5719297337011,14.9563408363672 44.5719260676714,14.9564327798759 44.5720563294613,14.9564425843602 44.5720788327067,14.9564770256976 44.572158044097,14.9564936131745 44.5722027794713,14.9565364660166 44.5723159233827,14.9565712522953 44.5724411241172,14.9566471336403 44.5724979410246,14.9568189364666 44.572583052469,14.9569299448159 44.5726422219643,14.956980411772 44.5726731998171,14.9571192577808 44.5727159095146,14.9573174143225 44.5727477506254,14.9574786890864 44.5727667083609,14.9575543521951 44.5727775353376,14.9576854105765 44.5727945019755,14.9576913282536 44.5727945040903,14.9577055547908 44.5727960391482,14.9593212574655 44.5730959399699,14.9604019367512 44.5732813425658,14.9609872156234 44.5733942144653,14.9617167969571 44.5734947101396,14.9623086492061 44.5735731079502,14.9627257397447 44.5736520780688,14.9633687688082 44.5738492844361,14.9640213397908 44.5741000391677,14.9646022881214 44.5743243993612,14.9651573069427 44.5745419991357,14.9657263040942 44.5747632901554,14.9662684893264 44.574978810864,14.9667994776184 44.5751845160474,14.9673780567532 44.5754057114742,14.9678619724485 44.5755895292336,14.9683000629397 44.5757644229774,14.9690103284557 44.5760490937863,14.9695503973848 44.5762642383255,14.970133653619 44.5764914508334,14.9706917400178 44.5766999345468,14.9711798332427 44.5768813992634,14.9719830411537 44.5771932532611,14.9724619490683 44.5773779502934,14.9731025104343 44.5776286502425,14.9734162473808 44.5777494075076,14.9738935277539 44.5779333781741,14.9745529834108 44.5781984737835,14.9751215478612 44.5784205277487,14.9756587694423 44.578624572923,14.9762264642778 44.5788375313557,14.9767895017494 44.5790569659599,14.9773320230969 44.5792628042167,14.9778823538426 44.5794732312187,14.9784233686831 44.5796882438426,14.9789767232445 44.579917475755,14.9795256813466 44.5801266346018,14.9801767628097 44.5803523669422,14.9806610118819 44.580535590374,14.9809910138992 44.580691428685,14.9816632497919 44.580962334965,14.9818765218957 44.581123733334,14.9823093516881 44.5814980088317,14.9824375542869 44.5819222793163,14.9827314325465 44.5825253093916,14.982736719134 44.5825343099586,14.9827413755428 44.5825452904024,14.9827515694319 44.5825688713816,14.9827734597464 44.5826480729634,14.9828010145486 44.5827361851571,14.9828245421028 44.5828152969534,14.9828338523888 44.5828469776557,14.9828461859668 44.5828750588371,14.9828748940324 44.5828897325028,14.9828983188363 44.5828828058318,14.9829529764345 44.5828676035637,14.9829897618162 44.5828154095147,14.9833761879746 44.5830160677065,14.984815231478 44.5839185727608,14.9860014358216 44.5848592814324,14.9876296489147 44.5861502940116,14.9903255898248 44.5860784302364,14.992851509235 44.5860115344414,14.9953453568787 44.5850616083589,14.9972306124897 44.5843434582308,14.9995283702771 44.5834676868251,15.0018744147411 44.5825721580028,15.0044396178666 44.5815920611922,15.0057474717846 44.5803818673448,15.0077228107183 44.5785501672061,15.0089238930393 44.5774357932598,15.0108653693126 44.5771788340675,15.0130135761526 44.5758770236003,15.0156779892343 44.5743625195367,15.0175689539955 44.5732883573867,15.0199125158042 44.5719574039768,15.0225542915118 44.5704560624974,15.0241971662779 44.5695217896325,15.0267064990897 44.5676981862052,15.0285670636548 44.5663438625141,15.0300189337976 44.565287157204,15.0314241916758 44.5642649161732,15.0337796847272 44.5625515383002,15.0358713120597 44.5610283652393,15.0373815490318 44.5599279868679,15.0395051971716 44.5583823259723,15.0417205714421 44.5567701714116,15.04341734373 44.555785200133,15.0458094111508 44.5543966329707,15.0470983120871 44.5536509016772,15.0493987475575 44.5523150370986,15.0514317614845 44.551131798184,15.052979744524 44.548853378705,15.0541114957227 44.5471875834561,15.0548661665513 44.5460730267539,15.0564381399007 44.5437643068918,15.0570879253313 44.5428055762551,15.0577202246956 44.5418736705324,15.060013113955 44.540615082511,15.0624351842222 44.5392837467216,15.0648297313131 44.5379689350778,15.0666841912532 44.5368335847836,15.0687031663241 44.5355968541704,15.0709798028307 44.5342030559224,15.0726236881555 44.5331979706367,15.0750091360643 44.5317374214501,15.0764639040615 44.5312031926893,15.0776612505132 44.5312463787793,15.0769580946223 44.5316538401721),(14.9593212574655 44.5730959399699,14.9603720136691 44.5734077804944,14.9608758083626 44.5735545551672,14.9615451098479 44.5738077595309,14.9620555136548 44.5740674792525,14.9625424769819 44.5743685886131,14.9630089336559 44.5746499798396,14.9635321769009 44.5749389464228,14.9641439633021 44.5751923878643,14.9646098619626 44.5753752240044,14.9651604737324 44.5756104621172,14.9655767858191 44.5757627703283,14.9662806380231 44.5760082169292,14.9668248620222 44.5762043858531,14.9674013242755 44.5764002909656,14.9679814352393 44.5766090639172,14.9685162050249 44.5768476115089,14.9690420482356 44.577067974596,14.9696098274965 44.5772853759218,14.970166911483 44.5774954818889,14.9707163196457 44.5777030633071,14.9712630869975 44.5779115414294,14.9718159029303 44.5781188483604,14.9724115305949 44.578337322203,14.9729566751518 44.5785408419095,14.9734892303053 44.5787469662046,14.9740741633402 44.5789749688423,14.9746005591123 44.5791740667448,14.9751923012613 44.5794003550937,14.975699816138 44.5795998040531,14.9762785990414 44.5798201442731,14.9768359839705 44.5800278777165,14.9774083555279 44.5802420010881,14.9779366595236 44.5804508937485,14.9784916583137 44.580674638374,14.9790737614909 44.5808199063061,14.9796934209315 44.5808798589805,14.9803407821744 44.5809498025231,14.9809467124024 44.5810296358573,14.981581609853 44.5811005604305,14.9820232625757 44.5814390189629,14.9824375542869 44.5819222793163,14.9824917298351 44.581366546903,14.9824541609192 44.5810644170315,14.9817555669665 44.5804761771905,14.9813485420202 44.5801721921623,14.979929579891 44.5791450882813,14.9792980318669 44.5789156678347,14.9788635329901 44.5787510768128,14.9779956806189 44.5784083902362,14.9773183231565 44.5781521310423,14.9769744827356 44.5780273289041,14.9765839352161 44.5778828071138,14.9761099203432 44.5776996583151,14.9752015585779 44.5773460526801,14.9746092074906 44.5771201241633,14.9737454248083 44.5767983756845,14.9730694877093 44.5765468614456,14.9708508596199 44.575719169853,14.9704616074009 44.5755631075765,14.9696896594599 44.5752454007789,14.9682827264726 44.5747153060407,14.9677675864045 44.5745394015046,14.967412455145 44.5744155574438,14.9630341300238 44.5731770721004,14.9623076259764 44.5731928638978,14.9617798021973 44.5732144750376,14.9611368098069 44.5731759271049,14.9603787009612 44.5731934962584,14.9593212574655 44.5730959399699))"
"553a7ea0-6ebb-49d5-b8f0-b459a101f6af",167628221,"DV 185-ST","OBROVAC-ZELENGRAD",True,110,"LINESTRING(15.6729090797556 44.2162865846075,15.6740641926868 44.2164928978738,15.6766321447951 44.2158150289748,15.6789261189332 44.2147747674388,15.6813625261689 44.2136709565934,15.6836293759671 44.2126433449707,15.6860085610006 44.2115644839549,15.6876618306428 44.2108146172516,15.6901221192744 44.2097915685028,15.6921743517156 44.2089371196064,15.6939038981136 44.2082170034527,15.6955630348481 44.2075269200263,15.6978625704414 44.2072879363691,15.7001635410943 44.2070501936594,15.7025112512176 44.2048267792261,15.7027241553932 44.203191307109,15.7030993712096 44.2003139006424,15.7012172173611 44.1992920836768,15.6989411654597 44.1969818736913,15.6961928905457 44.1951191144074,15.6940604780986 44.1936732113303,15.6922502732319 44.1924456153721,15.6899606138606 44.1908927556213,15.6872771545493 44.189073156425,15.6854824349251 44.1878696509387,15.682351676166 44.1857680299239,15.6798964094432 44.184120741931,15.6775242575262 44.1825293214589,15.6751902194635 44.180962106704,15.6722470046414 44.178987720372,15.6704531033182 44.1777823694867,15.6683828043905 44.1763938858014,15.6659656928585 44.1747716059511,15.6629462027632 44.1727450585208,15.6629935297278 44.1705037033968,15.6630274275412 44.1689353276382,15.6630708591123 44.1668998074745,15.6650839277288 44.1649272001859,15.666270273581 44.1638515644484,15.6674805665715 44.1627523657364,15.6684796798498 44.161845697866,15.6686951803689 44.1604483602175,15.6689450194715 44.1588283553361,15.6691391929215 44.1575687857307,15.6693388247759 44.1569020636407,15.6693388247759 44.1569020636407)"
"0967e9c8-a9cd-4e05-a89a-56233c903345",355776221,NULL,"TS Srđ",True,110,"POINT(18.1225389686029 42.642421066732)"
"dd7ad13c-d7a1-4556-83a0-28fb99ccf17e",603525211,"DV 138-OS","VUKOVAR-NIJEMCI",True,110,"LINESTRING(18.9641904028664 45.3675471007175,18.9626621716469 45.3652734768276,18.9614675653727 45.3635194313072,18.9598185629679 45.3610330032937,18.9582320155637 45.3586790410629,18.9568696915717 45.3566464693412,18.9594499441701 45.3540879684599,18.9621089059423 45.3514443689505,18.9645976155942 45.3489487827925,18.9670860964366 45.3464531403544,18.969506559012 45.3440496019535,18.9719252504898 45.3416236208556,18.9743654299275 45.3392043254477,18.9768340074116 45.3367390908532,18.9796189794427 45.3339485337431,18.9820194334484 45.3314257117763,18.984388450665 45.328911424279,18.9869080944029 45.3262795843711,18.9892184644539 45.3238420626401,18.9915387011405 45.321396660678,18.9936590526699 45.319174754182,18.9959348826665 45.3167886438224,18.9981612358884 45.314434620919,19.0004041372733 45.312060787361,19.0027580559848 45.3095935164382,19.0048577357814 45.3073780631597,19.0056285626344 45.3044357036511,19.0064155947589 45.3014672026051,19.0071907818304 45.2985886057792,19.0079722423149 45.2956714289329,19.0087210775614 45.2928065430871,19.009528186425 45.2897414096583,19.0103085219821 45.2868114663645,19.0111303857195 45.2837010490477,19.0119042504368 45.2808096741958,19.0126880067327 45.2778028758292,19.0134522555434 45.2749054470754,19.0142887296441 45.2717497282481,19.0150853473276 45.2687999969344,19.0159026996572 45.265632159462,19.0167050522648 45.262637461306,19.0174761655118 45.2597141843998,19.0181126099574 45.2573198820906,19.0191622545058 45.2533446776187,19.0196996745589 45.2513438439085,19.0187361535285 45.249108240461,19.021077739667 45.2474081869107,19.0238669557174 45.2453854098942,19.0270612943771 45.2430797315842,19.0300816138688 45.2408760267321,19.0329563800507 45.238792451873,19.0357014337536 45.2367965199641,19.0392343543292 45.2353224128671,19.0427494997142 45.2338552153748,19.0462910646418 45.232380581697,19.0500079640301 45.2308292894214,19.0534435741078 45.2293965506683,19.0565185630697 45.228110807554,19.0599980452613 45.2266635301451,19.064161640743 45.2249168445808,19.0676668904562 45.2234556253824,19.0713564250071 45.2219173881103,19.0753100520133 45.220280084393,19.0789279012624 45.2187569513212,19.0825992205515 45.2172253891972,19.0865954580129 45.2155605993836,19.0904246249385 45.2139655845228,19.0941823231982 45.2123858041603,19.0975367488291 45.2109866184213,19.0978042608986 45.208042521723,19.0980573965598 45.2051500818054,19.0957693302304 45.2028860226351,19.0931920876912 45.2003701801142,19.0905270225314 45.1977615374338,19.0876482441642 45.1949431260299,19.0849141792963 45.1922473123632,19.082123524351 45.1895151055365,19.0794883778138 45.1869306966173,19.0769793568777 45.1844631920983,19.0744606338513 45.181983191011,19.0717982381346 45.1793867889428,19.0705566027946 45.1780757817512,19.0683004637063 45.1757205208539,19.0656236347934 45.1729135153541,19.0629867863834 45.170156171401,19.0602920054244 45.1673432808341,19.0575677478036 45.1644930213618,19.0550367304231 45.1618148385071,19.0527629539675 45.159447106244,19.0506047826854 45.157177511504,19.0486239404252 45.1551125496061)"
"cb61e575-e079-4ad7-afd3-d37a4c62e4b3",1109363211,"DV 160/2-ST","KAŠTELA-TROGIR (2)",True,110,"LINESTRING(16.4169728774143 43.5529462881662,16.4171410428001 43.5545603781583,16.4140638214617 43.5566692583929,16.4106468160241 43.5579940897341,16.4076773465579 43.5591431601127,16.4034457589039 43.5593280686481,16.4000471388077 43.5594795046418,16.3963191479545 43.5605111808647,16.392704335028 43.5615920775296,16.3881825138839 43.5629202728874,16.3849297653876 43.5639470323071,16.380105481455 43.565362477063,16.3764868543795 43.5664459221153,16.3717147491717 43.5678314173663,16.3677715301377 43.5689761114407,16.3638759343512 43.5701218468608,16.3616768699252 43.5707798927163,16.358305492752 43.5717694041416,16.3533289944392 43.5732207238057,16.351378509117 43.5738104736456,16.3492357069204 43.5744464521022,16.3466974232259 43.573985746679,16.3429336937427 43.5733197719724,16.3392396516715 43.5726438544994,16.3371126633223 43.5722869009286,16.3329573068998 43.572598358225,16.3289315757223 43.5728871468602,16.327475111828 43.5714562646808,16.3228046407491 43.5700301831225,16.3196055949836 43.5690916092709,16.315361618754 43.5678469800481,16.3115467773276 43.5666923273439,16.3089554602142 43.5651863833775,16.3055144585072 43.5632720225362,16.3035584423243 43.5621837051609,16.3005999946778 43.5605375054144,16.2977162282821 43.5589463229585,16.2935263476139 43.5565420808934,16.2920435516942 43.5556974049178,16.2881632459125 43.5534868153974,16.2849137596959 43.5516458014699,16.2816688632249 43.5498460760012,16.2784996086217 43.5480092882909,16.2758351943176 43.5465087067007,16.2752800759937 43.5437274494313,16.2748694469849 43.5415735090629,16.2741372916068 43.5378999076675,16.273807839769 43.5361581012593,16.271180638838 43.5352573026186,16.268035854956 43.5342252272377,16.2642117158773 43.5329878138107,16.2618140002987 43.532199592731,16.2582872802751 43.5310253846043,16.2542631262703 43.5297034186816,16.2529633744604 43.5292787174778,16.2509389536123 43.5270726292444)"
"932e0869-7b73-40b5-be7b-f554f7092cd9",1505303211,NULL,"TS Glina",True,110,"POINT(16.0968585355278 45.3526525503627)"
"fba1d6c4-becd-4632-adde-53a0512ddd7c",985508211,"DV 162-RI","DUNAT-RAB",True,110,"LINESTRING(14.7565625079405 44.7685305603251,14.7570528843009 44.7691482467177,14.7565123913139 44.7706093481985,14.7567293186063 44.7717282703017,14.7540142754757 44.7739758844151,14.7513550390852 44.7761833259678,14.7483201355028 44.7786987462229,14.7466381025876 44.7800936655982,14.7445050090403 44.7818627476993,14.7416367757582 44.7842455254917,14.7395660322182 44.7859633570247,14.7373558884429 44.7880483719207,14.7353911966084 44.7898985718399,14.736445960305 44.7923277140034,14.737249780282 44.7941733738991,14.738287863797 44.7965517918971,14.7392808120515 44.7988386621645,14.7399274248443 44.8003199147196,14.7409270333432 44.8026161437104,14.741605124009 44.8041728724706,14.7426897292739 44.8066889530117,14.743433625795 44.8083665002064,14.7416952210444 44.8103063119467,14.7400807963208 44.8121169647207,14.738754602739 44.8136025591046,14.737275822961 44.8150406315829,14.7357226907278 44.8165476294096,14.7341608159024 44.8180685346511,14.7327170214696 44.819465410401,14.7325509775291 44.823046268855,14.7324215475875 44.8258105998643,14.7322771688059 44.828852527509,14.733080502037 44.8312980167516,14.7327047315839 44.8339734868272,14.7322722732563 44.837141001382,14.7308302553576 44.8394616444018,14.7293492679434 44.8418409426979,14.728082533485 44.843876950302,14.7270076419505 44.8456103888201,14.7255367745343 44.8468245944613,14.7235326499913 44.8484848593185,14.7217774133421 44.8499539143133,14.7216907493338 44.8508792939911,14.7216698911856 44.8514040891712,14.721636367978 44.8516939689599,14.7038086063907 44.9437904418633,14.7073216869634 44.946448295749,14.7080005317259 44.9469520032299,14.7082006663534 44.9495843454413,14.7100151875806 44.951200709812,14.7103619729651 44.9520276267326,14.711162433576 44.9541346582855,14.7120396523443 44.9564414792795,14.7126242547481 44.9579869445161,14.7134068703351 44.9600449575966,14.7141287356159 44.9619414570005,14.714977807244 44.9641688089347,14.7158245422973 44.9663947980174,14.7162087194426 44.967490774471,14.7171523882991 44.9701870214699,14.7177589249714 44.971606611603,14.7190133236141 44.9755095897229,14.7203840678154 44.9794058153725,14.7217629187503 44.9833421779949,14.7196655677175 44.9857011672432,14.7177316912346 44.9878665862986,14.7156097865915 44.99025135651,14.7136764528527 44.9924245358125,14.7116570202174 44.9946919568116,14.7102694440927 44.9962499120709,14.7078439159944 44.9984568439938,14.7078391614217 44.9993973361127,14.7092315741687 45.0015449250184,14.7082988326955 45.0028384399266,14.7064703760888 45.0053784750348,14.7053082900755 45.0069939081537,14.7036207487344 45.0093392455865,14.7019560697045 45.0116526694685,14.7006904459422 45.013417170953,14.6996619801682 45.0148435504808,14.6966609248817 45.0166555575166,14.6929603610243 45.0188878559979,14.6910178399583 45.0200894285271,14.6885712101807 45.0216025911553,14.685681626598 45.0233906722649,14.6838872547047 45.0245018169141,14.6815840146099 45.0267295749969,14.6784971716614 45.0297169594215,14.6745416007725 45.0312996440825,14.6718885043251 45.0323585745595,14.6702064982998 45.0330326462936,14.6678665505395 45.0339672048817,14.6644383496227 45.0353360748701,14.6610718026272 45.0366821660257,14.6582558667734 45.0378064411289,14.6547062790705 45.0394664977116,14.6512430249432 45.0410891797136,14.647695183452 45.0427501026412,14.6441551578689 45.0444070695065,14.6406033234837 45.046072438311,14.6380167263401 45.0472896217319,14.6367373963286 45.0472162476175,14.6347438064024 45.0465376736022,14.6327703814529 45.0458674354512,14.6304066235779 45.0454367668764,14.6294157724342 45.0448925069125)"
"e8dec610-a8aa-4538-9773-978c88df7bc8",1109314211,"DV 109-ST","TROGIR-JELINAK",True,110,"LINESTRING(16.2480819393907 43.5272836676245,16.2367916893861 43.528337363243,16.2301735144008 43.5304881744368,16.229082551994 43.5309859972598,16.2234621997947 43.53631216313,16.215929278797 43.537036226291,16.2093149251349 43.5428628484525,16.206486 43.557461)"
"e8ad1292-fb1b-45a3-8110-b4f2c3bf78f2",992975211,"DV 4583-ZG","KRAPINA-STRAŽA",True,110,"LINESTRING(15.7159111958743 46.2201878234508,15.7156714448924 46.2178324020491,15.7153917241229 46.2150631750676,15.7152287422178 46.213524312445,15.7170650604756 46.2098632144521,15.7185562691688 46.206943206792,15.719852992722 46.2043731409139,15.7211142078978 46.2019601065716,15.7218776645216 46.2004286152666,15.723403630729 46.1973425889806,15.7282165498406 46.1956013055091,15.7328020230994 46.1939748262239,15.7365179342045 46.1926599589814,15.740925934977 46.1910419462244,15.7439112463534 46.1899615525066,15.7474246106815 46.1887098217678,15.7517134874427 46.1871612715256,15.7546268351994 46.1861254280462,15.7587611268385 46.1842080246354,15.7608368345451 46.1832720626846,15.7635332802809 46.1820438151242,15.7660985000612 46.1808511147052,15.7704609747439 46.1788394406198,15.7726343199646 46.1778565374944,15.7769707087638 46.175883838835,15.7812199315334 46.1739326255824,15.7855374059875 46.171929858586,15.7897149513313 46.170016520346,15.7938146032919 46.1681456783163,15.7981411247048 46.1661506473948,15.7999513999751 46.1653356731269,15.8026611153671 46.1651552276441,15.8095001618559 46.1647278461698,15.8122623562785 46.1645363636824,15.8175270021765 46.1642017562992,15.8219598605472 46.1639180688897,15.8255561457007 46.1636839933068,15.8297114955396 46.1634218971094,15.8347582962082 46.1630638769699,15.837694937529 46.1628684338063,15.8437786122773 46.1624632589465,15.8474505632744 46.1599969456954,15.8505241018964 46.157947055755,15.8545354347122 46.1552716721618,15.857786162701 46.1530943842878,15.8607457567394 46.151125239983,15.8645463580125 46.1485798436894,15.8672396555477 46.1485404192462,15.8686851126302 46.1484195740231)"
"36d1e381-9d3b-4c6e-a028-30d3e5a38c47",481818211,NULL,"TS Vukovar",True,110,"POINT(18.9640517568901 45.3683069520223)"
